5 Minutes,Mainline Agg,Mainline Lane 1,Mainline Lane 2,Mainline Lane 3,Mainline Lane 4,HOV/HOT Agg,HOV/HOT Lane 1,HOV/HOT Lane 2,# Lane Pts,% Observed
2016-08-24 02:10:00,13.58,10.65,13.25,14.35,16.08,,,,154,81
2016-08-24 02:15:00,13.68,10.68,13.22,14.5,16.37,,,,154,80
2016-08-24 02:20:00,13.67,10.68,13.08,14.53,16.37,,,,154,80
2016-08-24 02:25:00,13.63,10.68,13,14.58,16.28,,,,154,80
2016-08-24 02:30:00,13.6,10.65,13.02,14.63,16.08,,,,154,81
2016-08-24 02:35:00,13.62,10.67,13.1,14.62,16.12,,,,154,80
2016-08-24 02:40:00,13.63,10.67,13.18,14.6,16.12,,,,153,80
2016-08-24 02:45:00,13.57,10.65,12.95,14.55,16.12,,,,154,81
2016-08-24 02:50:00,13.57,10.67,13.07,14.45,16.08,,,,153,80
2016-08-24 02:55:00,13.62,10.67,13.13,14.47,16.2,,,,154,80
2016-08-24 03:00:00,13.62,10.65,13.25,14.4,16.18,,,,154,80
2016-08-24 03:05:00,13.67,10.65,13.17,14.5,16.35,,,,154,80
2016-08-24 03:10:00,13.75,10.67,13.2,14.68,16.47,,,,154,80
2016-08-24 03:15:00,13.77,10.67,13.28,14.73,16.4,,,,154,80
2016-08-24 03:20:00,13.72,10.67,13.05,14.78,16.35,,,,154,80
2016-08-24 03:25:00,13.73,10.68,13.25,14.73,16.3,,,,154,80
2016-08-24 03:30:00,13.68,10.67,13.27,14.58,16.2,,,,154,80
2016-08-24 03:35:00,13.65,10.65,13.2,14.47,16.28,,,,154,80
2016-08-24 03:40:00,13.78,10.65,13.32,14.67,16.5,,,,154,80
2016-08-24 03:45:00,13.67,10.63,13.2,14.47,16.38,,,,154,80
2016-08-24 03:50:00,13.63,10.65,13.17,14.48,16.25,,,,154,80
2016-08-24 03:55:00,13.62,10.65,13.07,14.47,16.28,,,,154,80
2016-08-24 04:00:00,13.68,10.68,13.15,14.58,16.32,,,,154,80
2016-08-24 04:05:00,13.72,10.67,13.12,14.83,16.28,,,,154,80
2016-08-24 04:10:00,13.67,10.72,13.17,14.53,16.25,,,,154,80
2016-08-24 04:15:00,13.73,10.68,13.12,14.65,16.45,,,,154,80
2016-08-24 04:20:00,13.93,10.72,13.15,14.92,16.93,,,,154,81
2016-08-24 04:25:00,13.72,10.73,13.1,14.75,16.28,,,,154,80
2016-08-24 04:30:00,13.5,10.7,13.03,14.27,15.98,,,,153,80
2016-08-24 04:35:00,13.58,10.7,13.07,14.3,16.28,,,,154,80
2016-08-24 04:40:00,13.57,10.72,13.03,14.2,16.3,,,,154,80
2016-08-24 04:45:00,13.37,10.65,12.93,14.02,15.87,,,,154,81
2016-08-24 04:50:00,13.28,10.63,12.83,14.05,15.62,,,,154,81
2016-08-24 04:55:00,13.52,10.65,12.85,14.58,16,,,,154,81
2016-08-24 05:00:00,13.52,10.62,13.02,14.53,15.93,,,,153,80
2016-08-24 05:05:00,13.62,10.55,13.07,14.6,16.27,,,,154,80
2016-08-24 05:10:00,13.58,10.55,13,14.47,16.33,,,,154,80
2016-08-24 05:15:00,13.72,10.63,13.05,14.78,16.38,,,,153,80
2016-08-24 05:20:00,13.6,10.6,13.03,14.55,16.25,,,,154,80
2016-08-24 05:25:00,13.77,10.62,13.13,14.82,16.52,,,,154,80
2016-08-24 05:30:00,13.62,10.65,13.18,14.47,16.17,,,,154,80
2016-08-24 05:35:00,13.53,10.73,13.08,14.3,16.02,,,,154,81
2016-08-24 05:40:00,13.57,10.73,13.08,14.28,16.15,,,,154,80
2016-08-24 05:45:00,13.5,10.78,13.02,14.17,16.07,,,,153,80
2016-08-24 05:50:00,13.52,10.75,13.05,14.2,16.08,,,,154,81
2016-08-24 05:55:00,13.57,10.78,13.15,14.22,16.15,,,,154,80
2016-08-24 06:00:00,13.67,10.93,13.23,14.22,16.27,,,,154,80
2016-08-24 06:05:00,13.8,11.03,13.23,14.58,16.33,,,,154,79
2016-08-24 06:10:00,13.95,11.1,13.35,14.57,16.77,,,,153,80
2016-08-24 06:15:00,14.08,11.22,13.55,14.63,16.92,,,,154,81
2016-08-24 06:20:00,13.97,11.2,13.48,14.6,16.62,,,,153,80
2016-08-24 06:25:00,13.93,11.23,13.48,14.47,16.57,,,,154,81
2016-08-24 06:30:00,13.98,11.38,13.6,14.55,16.4,,,,154,80
2016-08-24 06:35:00,14,11.48,13.57,14.53,16.4,,,,154,80
2016-08-24 06:40:00,14.1,11.57,13.78,14.62,16.42,,,,154,80
2016-08-24 06:45:00,14.23,11.72,13.95,14.82,16.47,,,,154,80
2016-08-24 06:50:00,14.57,11.87,13.95,15.63,16.83,,,,154,81
2016-08-24 06:55:00,14.9,12.27,14.57,16.08,16.67,,,,153,80
2016-08-24 07:00:00,15.88,13.05,15.98,17.27,17.25,,,,154,81
2016-08-24 07:05:00,17.13,14.65,17.38,18.67,17.83,,,,156,81
2016-08-24 07:10:00,17.82,15.73,18.13,18.88,18.5,,,,156,81
2016-08-24 07:15:00,18.48,16.55,19.48,19.07,18.8,,,,157,81
2016-08-24 07:20:00,18.47,16.65,19.2,18.9,19.12,,,,157,80
2016-08-24 07:25:00,18.5,17.1,19.15,18.38,19.35,,,,157,80
2016-08-24 07:30:00,18.65,16.83,19.55,18.22,20.02,,,,157,80
2016-08-24 07:35:00,19.03,17.23,19.97,18.53,20.43,,,,158,81
2016-08-24 07:40:00,19.18,17.52,20.1,18.65,20.45,,,,159,81
2016-08-24 07:45:00,19.1,17.48,19.57,18.9,20.47,,,,158,81
2016-08-24 07:50:00,18.93,17.48,19.47,18.73,20.05,,,,158,80
2016-08-24 07:55:00,18.55,16.88,18.88,18.38,20.07,,,,158,80
2016-08-24 08:00:00,18.22,16.53,18.57,18,19.8,,,,157,81
2016-08-24 08:05:00,18.27,16.45,18.83,18.02,19.77,,,,156,81
2016-08-24 08:10:00,18.43,16.8,19.17,18.18,19.58,,,,157,80
2016-08-24 08:15:00,18.33,16.8,19.28,17.93,19.35,,,,157,80
2016-08-24 08:20:00,18.1,16.25,19.15,17.72,19.27,,,,156,81
2016-08-24 08:25:00,17.78,15.95,18.52,17.42,19.23,,,,156,81
2016-08-24 08:30:00,17.7,15.87,18.6,17.2,19.12,,,,156,81
2016-08-24 08:35:00,17.87,16.13,19.03,17.15,19.18,,,,157,80
2016-08-24 08:40:00,17.75,16.02,18.95,17.08,18.95,,,,157,81
2016-08-24 08:45:00,17.58,16.12,18.77,16.93,18.55,,,,157,80
2016-08-24 08:50:00,17.17,15.67,17.6,16.93,18.45,,,,157,81
2016-08-24 08:55:00,17.13,15.45,17.53,17,18.57,,,,156,81
2016-08-24 09:00:00,16.83,15.03,17.12,16.6,18.6,,,,157,80
2016-08-24 09:05:00,16.85,14.75,17.32,16.7,18.65,,,,156,79
2016-08-24 09:10:00,16.78,14.78,16.9,16.6,18.82,,,,156,80
2016-08-24 09:15:00,16.8,14.68,17.03,16.62,18.85,,,,156,80
2016-08-24 09:20:00,16.32,14.45,16.35,16.15,18.3,,,,156,81
2016-08-24 09:25:00,15.6,13.92,15.45,15.58,17.45,,,,156,81
2016-08-24 09:30:00,15.02,13.02,14.53,15.23,17.3,,,,155,80
2016-08-24 09:35:00,14.77,12.37,14.32,15.27,17.12,,,,154,80
2016-08-24 09:40:00,14.52,11.98,13.95,15.08,17.08,,,,155,81
2016-08-24 09:45:00,14.55,11.73,13.9,15.35,17.23,,,,155,81
2016-08-24 09:50:00,14.45,11.63,13.85,15.4,16.95,,,,155,81
2016-08-24 09:55:00,14.35,11.58,13.75,15.22,16.82,,,,155,81
2016-08-24 10:00:00,14.42,11.63,13.85,15.28,16.93,,,,155,81
2016-08-24 10:05:00,14.38,11.67,13.83,15.2,16.87,,,,155,81
2016-08-24 10:10:00,14.35,11.53,13.88,15.1,16.87,,,,155,81
2016-08-24 10:15:00,14.45,11.52,13.88,15.37,17.05,,,,155,81
2016-08-24 10:20:00,14.47,11.52,13.93,15.32,17.13,,,,155,81
2016-08-24 10:25:00,14.53,11.63,13.93,15.28,17.27,,,,155,81
2016-08-24 10:30:00,14.48,11.6,13.83,15.15,17.33,,,,155,81
2016-08-24 10:35:00,14.42,11.53,13.85,15.13,17.13,,,,155,81
2016-08-24 10:40:00,14.4,11.48,13.85,15.18,17.08,,,,155,81
2016-08-24 10:45:00,14.47,11.52,13.98,15.33,17.03,,,,155,81
2016-08-24 10:50:00,14.5,11.6,14.05,15.43,16.88,,,,154,81
2016-08-24 10:55:00,14.53,11.58,13.98,15.6,16.98,,,,155,81
2016-08-24 11:00:00,14.48,11.52,13.88,15.57,16.97,,,,155,81
2016-08-24 11:05:00,14.48,11.5,13.93,15.4,17.08,,,,155,81
2016-08-24 11:10:00,14.4,11.48,13.92,15.3,16.92,,,,155,81
2016-08-24 11:15:00,14.37,11.52,13.85,15.17,16.9,,,,155,81
2016-08-24 11:20:00,14.43,11.65,13.87,15.23,16.98,,,,154,81
2016-08-24 11:25:00,14.33,11.55,13.78,15.15,16.87,,,,155,81
2016-08-24 11:30:00,14.35,11.52,13.87,15.1,16.88,,,,155,81
2016-08-24 11:35:00,14.42,11.57,13.97,15.15,16.98,,,,155,81
2016-08-24 11:40:00,14.52,11.53,14.07,15.37,17.08,,,,155,81
2016-08-24 11:45:00,14.6,11.68,14.02,15.52,17.18,,,,155,81
2016-08-24 11:50:00,14.6,11.67,14,15.53,17.23,,,,154,81
2016-08-24 11:55:00,14.62,11.68,14.02,15.53,17.25,,,,155,81
2016-08-24 12:00:00,14.6,11.67,14.02,15.53,17.17,,,,155,81
2016-08-24 12:05:00,14.58,11.58,14.1,15.57,17.13,,,,155,81
2016-08-24 12:10:00,14.65,11.62,14.25,15.53,17.2,,,,155,81
2016-08-24 12:15:00,14.85,11.85,14.27,15.73,17.53,,,,154,81
2016-08-24 12:20:00,15.1,12.22,14.5,16.15,17.57,,,,153,80
2016-08-24 12:25:00,14.87,12.05,14.35,15.75,17.35,,,,155,81
2016-08-24 12:30:00,14.63,11.85,14.07,15.35,17.23,,,,155,81
2016-08-24 12:35:00,14.58,11.67,13.88,15.53,17.28,,,,154,81
2016-08-24 12:40:00,14.53,11.57,13.88,15.58,17.12,,,,155,81
2016-08-24 12:45:00,14.45,11.48,13.85,15.47,17.03,,,,155,81
2016-08-24 12:50:00,14.45,11.5,13.83,15.4,17.03,,,,155,81
2016-08-24 12:55:00,14.42,11.45,13.87,15.33,17.03,,,,155,81
2016-08-24 13:00:00,14.45,11.45,13.82,15.38,17.13,,,,155,81
2016-08-24 13:05:00,14.43,11.48,13.9,15.42,16.95,,,,155,81
2016-08-24 13:10:00,14.33,11.53,13.85,15.08,16.88,,,,155,81
2016-08-24 13:15:00,14.3,11.4,13.75,15.2,16.88,,,,155,81
2016-08-24 13:20:00,14.35,11.45,13.92,15.2,16.83,,,,155,81
2016-08-24 13:25:00,14.32,11.58,13.88,15.13,16.7,,,,155,81
2016-08-24 13:30:00,14.38,11.52,14.03,15.18,16.82,,,,154,81
2016-08-24 13:35:00,14.47,11.53,14.25,15.15,16.93,,,,155,81
2016-08-24 13:40:00,14.42,11.57,14.03,15.17,16.9,,,,155,81
2016-08-24 13:45:00,14.4,11.45,13.98,15.3,16.82,,,,155,81
2016-08-24 13:50:00,14.4,11.48,13.95,15.35,16.8,,,,155,81
2016-08-24 13:55:00,14.4,11.55,13.9,15.32,16.82,,,,154,81
2016-08-24 14:00:00,14.58,11.55,13.87,15.7,17.22,,,,155,81
2016-08-24 14:05:00,14.92,11.85,14.12,15.8,17.88,,,,154,81
2016-08-24 14:10:00,15.52,12.42,14.78,16.38,18.48,,,,154,81
2016-08-24 14:15:00,15.97,12.95,15.3,16.78,18.82,,,,156,81
2016-08-24 14:20:00,16.27,13.47,15.67,16.97,18.93,,,,156,81
2016-08-24 14:25:00,16.67,13.98,15.95,17.27,19.48,,,,154,81
2016-08-24 14:30:00,16.98,14.3,16.53,17.38,19.72,,,,156,81
2016-08-24 14:35:00,17.68,15.17,17.27,17.92,20.42,,,,158,81
2016-08-24 14:40:00,18.18,15.57,17.87,18.75,20.58,,,,158,81
2016-08-24 14:45:00,18.62,15.92,18.45,19.25,20.88,,,,158,81
2016-08-24 14:50:00,18.67,16.15,18.68,19.3,20.5,,,,157,81
2016-08-24 14:55:00,18,15.52,17.78,18.63,20.05,,,,157,81
2016-08-24 15:00:00,17.67,15.02,17.25,18.33,20.08,,,,157,81
2016-08-24 15:05:00,17.5,14.7,17.15,17.88,20.28,,,,157,81
2016-08-24 15:10:00,17.53,14.78,17.08,17.83,20.43,,,,157,81
2016-08-24 15:15:00,17.77,14.93,17.38,17.93,20.82,,,,157,81
2016-08-24 15:20:00,18.12,15.15,17.73,18.5,21.08,,,,156,81
2016-08-24 15:25:00,18.17,15.13,18.02,18.63,20.92,,,,157,81
2016-08-24 15:30:00,18.17,15.5,18.02,18.45,20.73,,,,158,81
2016-08-24 15:35:00,18.6,15.92,18.68,18.92,20.9,,,,158,81
2016-08-24 15:40:00,19.12,16.42,18.98,19.5,21.57,,,,158,81
2016-08-24 15:45:00,19.17,16.67,18.98,19.47,21.6,,,,158,81
2016-08-24 15:50:00,19.35,16.48,19.05,19.6,22.3,,,,158,81
2016-08-24 15:55:00,19.35,16.65,19.22,19.4,22.17,,,,157,81
2016-08-24 16:00:00,19.15,16.28,19.22,19.48,21.6,,,,158,81
2016-08-24 16:05:00,19,16.4,19.17,19.17,21.23,,,,158,81
2016-08-24 16:10:00,18.97,16.62,19.13,19.18,20.97,,,,158,81
2016-08-24 16:15:00,18.8,16.52,18.87,19.18,20.65,,,,158,81
2016-08-24 16:20:00,18.03,15.77,17.77,18.38,20.2,,,,158,81
2016-08-24 16:25:00,17.83,15.05,17.52,18.1,20.65,,,,158,81
2016-08-24 16:30:00,17.85,15.42,17.05,17.88,21.03,,,,158,81
2016-08-24 16:35:00,18.32,15.5,17.85,18.47,21.47,,,,158,81
2016-08-24 16:40:00,18.87,16.03,18.57,19.05,21.83,,,,157,81
2016-08-24 16:45:00,18.87,16.33,18.68,18.55,21.92,,,,157,81
2016-08-24 16:50:00,19.05,16.1,18.82,19.1,22.22,,,,158,81
2016-08-24 16:55:00,19.02,16.32,18.8,19.12,21.83,,,,158,81
2016-08-24 17:00:00,18.7,16,18.58,18.7,21.52,,,,158,81
2016-08-24 17:05:00,18.37,15.87,18.33,18.27,21.05,,,,158,81
2016-08-24 17:10:00,18.08,15.7,18.15,18.2,20.27,,,,158,81
2016-08-24 17:15:00,17.9,15.22,18.05,18.15,20.2,,,,157,81
2016-08-24 17:20:00,17.62,14.67,17.35,17.95,20.47,,,,157,81
2016-08-24 17:25:00,17.68,14.9,17.22,17.87,20.73,,,,157,81
2016-08-24 17:30:00,17.75,15.13,16.93,17.77,21.17,,,,158,80
2016-08-24 17:35:00,17.75,15.02,17.17,17.73,21.08,,,,157,80
2016-08-24 17:40:00,17.68,15.15,17.07,17.82,20.72,,,,158,80
2016-08-24 17:45:00,17.62,15.3,17.15,17.85,20.2,,,,157,81
2016-08-24 17:50:00,17.15,15.32,16.68,17.45,19.15,,,,157,80
2016-08-24 17:55:00,16.83,14.47,16.3,17.58,18.95,,,,156,79
2016-08-24 18:00:00,16.92,14.22,16.47,17.87,19.13,,,,156,79
2016-08-24 18:05:00,17.02,14.03,16.55,18.08,19.42,,,,156,79
2016-08-24 18:10:00,16.85,14.13,16.4,17.88,19.02,,,,156,79
2016-08-24 18:15:00,16.17,14.05,16.02,16.67,17.95,,,,156,79
2016-08-24 18:20:00,15.6,13.32,15.43,16.22,17.43,,,,156,80
2016-08-24 18:25:00,15.32,12.9,15.12,15.85,17.4,,,,156,79
2016-08-24 18:30:00,15.32,12.82,15.17,15.8,17.47,,,,155,80
2016-08-24 18:35:00,15.45,12.8,15.32,15.93,17.72,,,,155,80
2016-08-24 18:40:00,15.5,12.85,15.3,16.08,17.8,,,,155,80
2016-08-24 18:45:00,15.73,12.95,15.55,16.25,18.18,,,,156,80
2016-08-24 18:50:00,15.8,12.98,15.65,16.33,18.22,,,,156,80
2016-08-24 18:55:00,15.58,13.02,15.35,16.07,17.9,,,,156,79
2016-08-24 19:00:00,15.17,12.8,14.87,15.58,17.45,,,,155,80
2016-08-24 19:05:00,14.62,12.22,14.25,15.08,16.95,,,,155,81
2016-08-24 19:10:00,14.42,11.92,14.08,14.87,16.78,,,,154,81
2016-08-24 19:15:00,14.3,11.95,13.98,14.78,16.47,,,,154,80
2016-08-24 19:20:00,14.3,11.83,13.92,14.87,16.55,,,,154,81
2016-08-24 19:25:00,14.18,11.8,13.88,14.62,16.42,,,,153,80
2016-08-24 19:30:00,14,11.48,13.65,14.57,16.28,,,,154,80
2016-08-24 19:35:00,14.03,11.43,13.72,14.67,16.33,,,,154,80
2016-08-24 19:40:00,14.05,11.6,13.65,14.6,16.32,,,,153,80
2016-08-24 19:45:00,14.1,11.68,13.77,14.62,16.33,,,,154,80
2016-08-24 19:50:00,14.1,11.83,13.8,14.48,16.32,,,,154,80
2016-08-24 19:55:00,14.07,11.58,13.78,14.48,16.4,,,,154,80
2016-08-24 20:00:00,14.12,11.53,13.95,14.57,16.38,,,,154,80
2016-08-24 20:05:00,14.1,11.62,13.95,14.48,16.35,,,,154,80
2016-08-24 20:10:00,14.17,11.65,13.92,14.65,16.47,,,,154,80
2016-08-24 20:15:00,14.05,11.52,13.73,14.53,16.37,,,,154,80
2016-08-24 20:20:00,14.03,11.43,13.75,14.52,16.42,,,,154,80
2016-08-24 20:25:00,13.95,11.38,13.63,14.47,16.32,,,,154,80
2016-08-24 20:30:00,13.95,11.32,13.65,14.6,16.22,,,,154,80
2016-08-24 20:35:00,13.95,11.35,13.72,14.52,16.22,,,,154,80
2016-08-24 20:40:00,14.08,11.42,13.82,14.6,16.48,,,,154,80
2016-08-24 20:45:00,13.98,11.35,13.82,14.45,16.33,,,,154,80
2016-08-24 20:50:00,13.9,11.37,13.6,14.3,16.32,,,,154,80
2016-08-24 20:55:00,13.87,11.18,13.5,14.48,16.33,,,,154,80
2016-08-24 21:00:00,13.7,10.95,13.27,14.3,16.32,,,,154,79
2016-08-24 21:05:00,13.67,10.82,13.1,14.37,16.37,,,,154,80
2016-08-24 21:10:00,13.82,10.97,13.15,14.62,16.53,,,,153,79
2016-08-24 21:15:00,13.83,11.05,13.12,14.7,16.48,,,,154,80
2016-08-24 21:20:00,13.63,10.8,12.97,14.52,16.23,,,,154,80
2016-08-24 21:25:00,13.57,10.67,12.9,14.53,16.18,,,,154,80
2016-08-24 21:30:00,13.6,10.78,12.85,14.58,16.18,,,,154,80
2016-08-24 21:35:00,13.57,10.75,12.95,14.5,16.05,,,,154,81
2016-08-24 21:40:00,13.53,10.78,12.9,14.47,15.95,,,,154,81
2016-08-24 21:45:00,13.55,10.77,12.92,14.43,16.12,,,,152,80
2016-08-24 21:50:00,13.6,10.77,13.1,14.38,16.17,,,,154,80
2016-08-24 21:55:00,13.55,10.7,13.02,14.2,16.27,,,,153,80
2016-08-24 22:00:00,13.6,10.73,13,14.35,16.33,,,,154,80
2016-08-24 22:05:00,13.72,10.77,12.98,14.4,16.68,,,,154,81
2016-08-24 22:10:00,13.65,10.8,13.13,14.42,16.25,,,,154,80
2016-08-24 22:15:00,13.53,10.75,13.02,14.27,16.12,,,,154,81
2016-08-24 22:20:00,13.53,10.67,13.02,14.42,16.03,,,,153,80
2016-08-24 22:25:00,13.55,10.72,13.05,14.38,16.03,,,,154,81
2016-08-24 22:30:00,13.5,10.7,12.97,14.27,16.07,,,,153,80
2016-08-24 22:35:00,13.57,10.73,13.07,14.38,16.08,,,,154,81
2016-08-24 22:40:00,13.58,10.8,13.07,14.32,16.12,,,,154,80
2016-08-24 22:45:00,13.52,10.8,13.02,14.37,15.88,,,,154,81
2016-08-24 22:50:00,13.63,10.7,13,14.55,16.28,,,,154,80
2016-08-24 22:55:00,13.68,10.73,13.05,14.63,16.35,,,,154,80
2016-08-24 23:00:00,13.73,10.82,13.05,14.8,16.23,,,,154,80
2016-08-24 23:05:00,13.63,10.83,13.22,14.55,15.98,,,,154,81
2016-08-24 23:10:00,13.6,10.77,13.07,14.67,15.92,,,,154,81
2016-08-24 23:15:00,13.55,10.72,13.03,14.45,16,,,,154,81
2016-08-24 23:20:00,13.57,10.68,13.1,14.57,15.92,,,,154,81
2016-08-24 23:25:00,13.52,10.7,13.05,14.4,15.9,,,,154,81
2016-08-24 23:30:00,13.53,10.67,13.15,14.35,16,,,,154,81
2016-08-24 23:35:00,13.73,10.65,13.12,14.67,16.48,,,,153,80
2016-08-24 23:40:00,13.55,10.63,12.97,14.5,16.13,,,,154,81
2016-08-24 23:45:00,13.47,10.6,12.9,14.32,16.03,,,,153,80
2016-08-24 23:50:00,13.43,10.55,12.98,14.25,15.9,,,,154,81
2016-08-24 23:55:00,13.53,10.62,13.12,14.35,16.08,,,,154,81
2016-08-25 00:00:00,13.57,10.65,13.07,14.45,16.1,,,,154,82
2016-08-25 00:05:00,13.63,10.68,13,14.58,16.25,,,,154,81
2016-08-25 00:10:00,13.67,10.68,12.93,14.57,16.48,,,,153,81
2016-08-25 00:15:00,13.67,10.73,12.95,14.58,16.37,,,,154,81
2016-08-25 00:20:00,13.68,10.72,13,14.48,16.52,,,,154,81
2016-08-25 00:25:00,13.58,10.7,13.03,14.38,16.23,,,,154,81
2016-08-25 00:30:00,13.6,10.68,13.05,14.35,16.32,,,,154,81
2016-08-25 00:35:00,13.52,10.65,13,14.27,16.13,,,,154,81
2016-08-25 00:40:00,13.45,10.62,12.97,14.15,16.08,,,,154,82
2016-08-25 00:45:00,13.45,10.62,12.93,14.2,16.05,,,,154,82
2016-08-25 00:50:00,13.48,10.67,12.97,14.27,16.02,,,,154,82
2016-08-25 00:55:00,13.53,10.65,12.95,14.33,16.2,,,,154,81
2016-08-25 01:00:00,13.57,10.63,12.98,14.35,16.27,,,,154,81
2016-08-25 01:05:00,13.5,10.65,12.95,14.33,16.05,,,,154,82
2016-08-25 01:10:00,13.47,10.63,12.87,14.28,16.07,,,,154,82
2016-08-25 01:15:00,13.6,10.75,12.88,14.52,16.25,,,,154,81
2016-08-25 01:20:00,13.58,10.68,12.92,14.52,16.2,,,,154,81
2016-08-25 01:25:00,13.57,10.8,12.88,14.5,16.12,,,,154,82
2016-08-25 01:30:00,13.53,10.72,12.9,14.42,16.12,,,,153,82
2016-08-25 01:35:00,13.48,10.67,12.92,14.33,16,,,,153,82
2016-08-25 01:40:00,13.47,10.65,12.92,14.3,16.02,,,,154,82
2016-08-25 01:45:00,13.47,10.65,12.9,14.32,16,,,,154,82
2016-08-25 01:50:00,13.48,10.65,12.88,14.32,16.07,,,,154,82
2016-08-25 01:55:00,13.52,10.63,13,14.35,16.08,,,,154,82
2016-08-25 02:00:00,13.52,10.62,13.03,14.28,16.15,,,,153,82
2016-08-25 02:05:00,13.57,10.62,12.98,14.33,16.35,,,,154,81
2016-08-25 02:10:00,13.78,10.8,12.93,14.57,16.83,,,,154,82
2016-08-25 02:15:00,13.72,10.73,12.97,14.5,16.65,,,,154,82
2016-08-25 02:20:00,13.55,10.65,12.92,14.38,16.23,,,,154,81
2016-08-25 02:25:00,13.55,10.82,12.97,14.33,16.1,,,,154,82
2016-08-25 02:30:00,13.52,10.72,12.92,14.42,16,,,,154,82
2016-08-25 02:35:00,13.6,10.67,12.88,14.57,16.25,,,,154,81
2016-08-25 02:40:00,13.6,10.67,12.95,14.57,16.2,,,,154,81
2016-08-25 02:45:00,13.63,10.82,12.92,14.52,16.27,,,,154,81
2016-08-25 02:50:00,13.73,11,13.03,14.53,16.37,,,,154,81
2016-08-25 02:55:00,13.62,10.77,13.07,14.42,16.2,,,,154,81
2016-08-25 03:00:00,13.55,10.73,12.97,14.37,16.13,,,,154,82
2016-08-25 03:05:00,13.52,10.67,12.9,14.4,16.05,,,,154,82
2016-08-25 03:10:00,13.75,10.67,13.12,14.53,16.67,,,,154,82
2016-08-25 03:15:00,13.72,10.68,13.18,14.57,16.45,,,,154,81
2016-08-25 03:20:00,13.57,10.65,13.05,14.45,16.13,,,,153,82
2016-08-25 03:25:00,13.57,10.62,12.97,14.47,16.23,,,,154,81
2016-08-25 03:30:00,13.58,10.63,12.97,14.68,16.05,,,,154,82
2016-08-25 03:35:00,13.5,10.62,12.92,14.48,15.97,,,,154,82
2016-08-25 03:40:00,13.5,10.83,12.87,14.28,16.03,,,,154,82
2016-08-25 03:45:00,13.5,10.77,12.88,14.32,16.03,,,,153,82
2016-08-25 03:50:00,13.5,10.82,12.83,14.28,16.08,,,,154,82
2016-08-25 03:55:00,13.48,10.7,12.87,14.35,16.02,,,,153,82
2016-08-25 04:00:00,13.48,10.65,12.88,14.35,16.05,,,,153,82
2016-08-25 04:05:00,13.63,10.7,12.8,14.75,16.28,,,,153,81
2016-08-25 04:10:00,13.75,10.75,12.97,14.97,16.3,,,,154,81
2016-08-25 04:15:00,13.68,10.72,12.95,14.75,16.33,,,,154,81
2016-08-25 04:20:00,13.7,10.7,12.9,14.53,16.67,,,,154,82
2016-08-25 04:25:00,13.6,10.7,12.92,14.5,16.25,,,,154,81
2016-08-25 04:30:00,13.43,10.67,12.82,14.2,16.1,,,,154,82
2016-08-25 04:35:00,13.47,10.7,12.82,14.2,16.17,,,,154,81
2016-08-25 04:40:00,13.45,10.72,12.85,14.13,16.12,,,,153,82
2016-08-25 04:45:00,13.38,10.7,12.8,14.03,16.02,,,,154,82
2016-08-25 04:50:00,13.57,10.77,12.87,14.42,16.23,,,,153,81
2016-08-25 04:55:00,13.52,10.7,12.88,14.6,15.9,,,,154,82
2016-08-25 05:00:00,13.38,10.55,12.78,14.32,15.88,,,,154,82
2016-08-25 05:05:00,13.57,10.58,12.87,14.5,16.33,,,,154,81
2016-08-25 05:10:00,13.55,10.6,13.05,14.43,16.12,,,,154,82
2016-08-25 05:15:00,13.6,10.73,13.05,14.65,15.95,,,,154,82
2016-08-25 05:20:00,13.5,10.7,12.9,14.38,16.02,,,,154,82
2016-08-25 05:25:00,13.5,10.67,12.98,14.25,16.13,,,,154,82
2016-08-25 05:30:00,13.57,10.67,12.97,14.42,16.2,,,,154,81
2016-08-25 05:35:00,13.62,10.67,13.05,14.43,16.28,,,,154,81
2016-08-25 05:40:00,13.52,10.75,13.08,14.13,16.1,,,,154,81
2016-08-25 05:45:00,13.67,10.9,13.1,14.35,16.3,,,,154,81
2016-08-25 05:50:00,13.77,10.92,13.25,14.47,16.42,,,,154,81
2016-08-25 05:55:00,13.77,10.93,13.2,14.5,16.43,,,,154,81
2016-08-25 06:00:00,13.93,11.03,13.3,14.9,16.53,,,,154,81
2016-08-25 06:05:00,14.12,11.18,13.4,15.12,16.82,,,,155,82
2016-08-25 06:10:00,14.25,11.43,13.75,15.07,16.73,,,,155,82
2016-08-25 06:15:00,14.12,11.35,13.68,14.78,16.68,,,,154,82
2016-08-25 06:20:00,14.02,11.35,13.6,14.58,16.58,,,,154,81
2016-08-25 06:25:00,14.03,11.47,13.67,14.65,16.32,,,,153,81
2016-08-25 06:30:00,14.17,11.57,13.75,14.83,16.53,,,,154,81
2016-08-25 06:35:00,14.25,11.62,13.82,14.97,16.62,,,,154,82
2016-08-25 06:40:00,14.27,11.73,13.87,14.88,16.62,,,,154,82
2016-08-25 06:45:00,14.22,11.73,13.8,14.82,16.53,,,,154,81
2016-08-25 06:50:00,14.32,11.72,13.93,14.92,16.7,,,,154,82
2016-08-25 06:55:00,14.65,12.18,14.3,15.18,16.93,,,,155,82
2016-08-25 07:00:00,14.97,12.63,14.63,15.52,17.07,,,,155,82
2016-08-25 07:05:00,15.33,12.87,15.1,15.9,17.45,,,,156,81
